Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp,Date
0.053,0.3370913,0.0935,0.14128,0.0,-0.0232,-0.102,0.028,2000-02-01
0.0525,0.3386883,0.010700000000000001,0.19216999999999998,0.0,-0.0454,-0.13,0.022537,2000-02-02
0.052,0.34013059999999995,0.0,0.19426,0.0,-0.0959,-0.17170000000000002,0.015856,2000-02-03
0.051,0.3421442,0.0,0.31939,0.0,-0.1005,-0.2791,0.00655,2000-02-04
0.05,0.3431971,0.0,0.32749,0.0,-0.0901,-0.2802,0.006298,2000-02-05
0.0499,0.34560019999999997,0.0,0.30012,0.0,-0.0944,-0.2354,0.008015999999999999,2000-02-06
0.0495,0.3466532,0.0022,0.31059,0.0,-0.0672,-0.2184,0.011412,2000-02-07
0.049,0.349056,0.0,0.34336,0.0,-0.0659,-0.2735,0.008,2000-02-08
0.048,0.3501092,0.0,0.32079,0.0,-0.0421,-0.20079999999999998,0.012,2000-02-09
0.0479,0.35251230000000006,0.0,0.35427,0.0,-0.059000000000000004,-0.2786,0.006412,2000-02-10
0.0475,0.3539548,0.0655,0.24248,0.0,-0.07690000000000001,-0.2336,0.008934000000000001,2000-02-11
0.047,0.35596839999999996,0.0424,0.23671999999999999,0.0,-0.0891,-0.2132,0.012,2000-02-12
0.0469,0.35825559999999995,0.0036,0.3365,0.0,-0.081,-0.24960000000000002,0.008,2000-02-13
0.0465,0.3594237,0.2734,0.22425,0.0,-0.0579,-0.1837,0.014506999999999999,2000-02-14
0.046,0.36219339999999994,0.1859,0.10319,0.0,-0.0567,-0.1038,0.027452999999999998,2000-02-15
0.0459,0.36287980000000003,0.0369,0.27537,0.0,-0.0378,-0.1705,0.016,2000-02-16
0.0455,0.3663361,0.013500000000000002,0.28716,0.0,-0.071,-0.1974,0.012,2000-02-17
0.045,0.3663361,0.0,0.39522,0.0,-0.12269999999999999,-0.32020000000000004,0.004,2000-02-18
0.0449,0.36979199999999995,0.0,0.40962,0.0,-0.0542,-0.2751,0.006827,2000-02-19
0.0445,0.3701928,0.0,0.41513,0.0,-0.0347,-0.26170000000000004,0.008,2000-02-20
0.0442,0.373248,0.0,0.37657,0.0,-0.0587,-0.2257,0.010334000000000001,2000-02-21
0.0441,0.37469050000000004,0.0,0.43126,0.0,-0.062400000000000004,-0.3159,0.004,2000-02-22
0.048,0.37670410000000004,0.0461,0.28457,0.0,-0.0029,-0.1718,0.016318,2000-02-23
0.045,0.3801158,0.0001,0.32843,0.0,0.0666,-0.06570000000000001,0.037104000000000005,2000-02-24
0.0445,0.3801603,0.0,0.40429000000000004,0.0,0.048799999999999996,-0.13970000000000002,0.020672,2000-02-25
0.044,0.3836161,0.0,0.41634,0.0,0.0241,-0.174,0.016,2000-02-26
0.046,0.38362300000000005,0.0,0.28276,0.0,0.057999999999999996,-0.0493,0.042831,2000-02-27
0.049,0.3870721,0.0761,0.17472,0.0,0.10619999999999999,0.019299999999999998,0.071413,2000-02-28
0.052,0.38893099999999997,0.0716,0.14621,0.0,0.0385,-0.028900000000000002,0.049589999999999995,2000-02-29
0.055,0.39052800000000004,0.0,0.21865,0.0,0.021400000000000002,-0.052300000000000006,0.041619,2000-03-01
0.058,0.3939836,0.0662,0.15037999999999999,0.0,0.035699999999999996,-0.0308,0.048944999999999995,2000-03-02
0.0625,0.3939836,0.10800000000000001,0.07728,0.0,0.0154,-0.0147,0.054959,2000-03-03
0.069,0.39744,0.0666,0.08911,0.0,0.0073,-0.0279,0.049791,2000-03-04
0.071,0.3978408,0.0263,0.13595,0.0,0.0001,-0.046,0.043509,2000-03-05
0.071,0.40089559999999996,0.014199999999999999,0.17941,0.0,0.0026,-0.048799999999999996,0.042566,2000-03-06
0.071,0.4043518,0.0,0.40801,0.0,0.034,-0.1039,0.028,2000-03-07
0.069,0.4043518,0.0,0.44933,0.0,0.054400000000000004,-0.1091,0.027110000000000002,2000-03-08
0.0715,0.4078077,0.0475,0.30886,0.0,0.0706,-0.0643,0.037548000000000005,2000-03-09
0.068,0.4078077,0.0218,0.45712,0.0,0.0392,-0.135,0.021777,2000-03-10
0.071,0.4112641,0.0,0.42510000000000003,0.0,-0.0415,-0.1721,0.016013,2000-03-11
0.076,0.41472050000000005,0.12300000000000001,0.2878,0.0,-0.0202,-0.129,0.022616,2000-03-12
0.079,0.41472050000000005,0.0801,0.25043,0.0,-0.0287,-0.11699999999999999,0.025285,2000-03-13
0.081,0.41817620000000005,0.0,0.54427,0.0,-0.0166,-0.2372,0.008027,2000-03-14
0.0815,0.41817620000000005,0.0,0.51528,0.0,0.0264,-0.1539,0.018622,2000-03-15
0.081,0.4216323,0.0248,0.29966000000000004,0.0,0.0471,-0.0421,0.044751,2000-03-16
0.079,0.4250875,0.0165,0.40688,0.0,0.0111,-0.1081,0.026881,2000-03-17
0.078,0.4250875,0.0,0.48956,0.0,-0.0443,-0.1935,0.012171,2000-03-18
0.0775,0.4285438,0.0,0.5625,0.0,-0.0014000000000000002,-0.2163,0.012,2000-03-19
0.077,0.4285438,0.0,0.55996,0.0,0.0489,-0.15839999999999999,0.017245,2000-03-20
0.071,0.43199980000000004,0.0,0.51628,0.0,0.0725,-0.0886,0.03126,2000-03-21
0.0683,0.4354556,0.0,0.5442899999999999,0.0,0.1094,-0.0741,0.035710000000000006,2000-03-22
0.0691,0.4354556,0.0,0.53001,0.0,0.1195,-0.047599999999999996,0.044,2000-03-23
0.0724,0.43891169999999996,0.0,0.46048,0.0,0.10210000000000001,-0.0223,0.051990999999999996,2000-03-24
0.0764,0.43891169999999996,0.0,0.52483,0.0,0.0781,-0.075,0.035913,2000-03-25
0.0839,0.4423676,0.022400000000000003,0.44591000000000003,0.0,0.1016,-0.030699999999999998,0.048714999999999994,2000-03-26
0.0947,0.4458239,0.0,0.50976,0.0,0.1,-0.038599999999999995,0.045155,2000-03-27
0.111,0.4458239,0.0463,0.38436000000000003,0.0,0.0925,-0.022000000000000002,0.05206,2000-03-28
0.158,0.4492804,0.071,0.25731,0.0,0.0806,0.0019,0.061523,2000-03-29
0.207,0.4492804,0.032799999999999996,0.19959,0.0,0.0526,-0.0004,0.060421,2000-03-30
0.256,0.45273620000000003,0.0076,0.26656,0.0,0.0535,-0.0051,0.059751,2000-03-31
0.298,0.45619190000000004,0.0,0.35778,0.0,0.0658,-0.014199999999999999,0.055347,2000-04-01
0.329,0.45619190000000004,0.0,0.4501,0.0,0.0919,-0.0168,0.05435,2000-04-02
0.369,0.4596479,0.0095,0.48899000000000004,0.0,0.1125,-0.0141,0.055598,2000-04-03
0.433,0.4596479,0.096,0.31701,0.0,0.09910000000000001,-0.0034999999999999996,0.05959299999999999,2000-04-04
0.518,0.4631035,0.060700000000000004,0.16561,0.0,0.0575,0.009300000000000001,0.064921,2000-04-05
0.575,0.4661585,0.0,0.43739,0.0,0.0652,-0.0377,0.046236,2000-04-06
0.603,0.46656,0.0,0.51988,0.0,0.08130000000000001,-0.050199999999999995,0.042756,2000-04-07
0.614,0.47001580000000004,0.0788,0.37405,0.0,0.08650000000000001,-0.0355,0.046547000000000005,2000-04-08
0.661,0.47001580000000004,0.1251,0.39335000000000003,0.0,0.1293,-0.0034000000000000002,0.059601999999999995,2000-04-09
0.797,0.47347199999999995,0.0716,0.33908,0.0,0.07200000000000001,-0.031200000000000002,0.048731000000000003,2000-04-10
0.814,0.47506879999999996,0.0,0.42882,0.0,0.0152,-0.0776,0.033806,2000-04-11
0.8,0.4769284,0.0559,0.30243000000000003,0.0,0.0265,-0.0591,0.039484,2000-04-12
0.768,0.4803773,0.021400000000000002,0.35581,0.0,0.012199999999999999,-0.0678,0.036417000000000005,2000-04-13
0.725,0.4803842,0.0005,0.6000599999999999,0.0,0.051699999999999996,-0.0964,0.029232,2000-04-14
0.701,0.48384,0.0475,0.36683,0.0,0.0712,-0.0292,0.049447000000000005,2000-04-15
0.725,0.4838847,0.1431,0.24583000000000002,0.0,0.052300000000000006,-0.0108,0.056702999999999996,2000-04-16
0.697,0.4872957,0.0,0.54855,0.0,0.0437,-0.0756,0.0347,2000-04-17
0.669,0.4893096,0.0,0.6224700000000001,0.0,0.053899999999999997,-0.0958,0.028002999999999997,2000-04-18
0.642,0.4907518,0.0,0.57547,0.0,0.0818,-0.0436,0.044424,2000-04-19
0.616,0.4938064,0.0076,0.45076,0.0,0.0908,0.005,0.06288200000000001,2000-04-20
0.596,0.4942075,0.0,0.62019,0.0,0.1045,-0.037200000000000004,0.0459,2000-04-21
0.577,0.49766449999999995,0.09230000000000001,0.40518,0.0,0.0721,-0.0179,0.053860000000000005,2000-04-22
0.59,0.49766449999999995,0.1696,0.16077000000000002,0.0,0.0304,-0.0036,0.059740999999999995,2000-04-23
0.724,0.5011203,0.26649999999999996,0.18327000000000002,0.0,0.0345,-0.0032,0.05981,2000-04-24
0.82,0.5018066,0.0438,0.37160000000000004,0.0,0.0358,-0.0359,0.046865,2000-04-25
0.833,0.5045765,0.0,0.6590199999999999,0.0,0.086,-0.058600000000000006,0.039895,2000-04-26
0.819,0.505745,0.0281,0.51189,0.0,0.0782,-0.0341,0.047132,2000-04-27
0.793,0.5080322,0.031400000000000004,0.29877,0.0,0.0492,-0.012199999999999999,0.056012,2000-04-28
0.761,0.5100461000000001,0.0121,0.58516,0.0,0.1184,-0.0197,0.052213999999999997,2000-04-29
0.733,0.5114887,0.0125,0.61912,0.0,0.1392,-0.0161,0.054532000000000004,2000-04-30
0.71,0.513502,0.052300000000000006,0.51112,0.0,0.0958,-0.0414,0.044,2000-05-01
0.688,0.5149438,0.03,0.41026999999999997,0.0,0.09720000000000001,-0.0059,0.058577,2000-05-02
0.663,0.5173466999999999,0.0,0.65359,0.0,0.1092,-0.0371,0.046333,2000-05-03
0.636,0.5183999,0.0,0.68844,0.0,0.1679,-0.0174,0.053917999999999994,2000-05-04
0.615,0.5208028,0.019,0.5983200000000001,0.0,0.2077,0.0277,0.074124,2000-05-05
0.597,0.5218557,0.0,0.66016,0.0,0.177,0.0078000000000000005,0.06436900000000001,2000-05-06
0.586,0.5238695,0.0925,0.4631,0.0,0.19579999999999997,0.04769999999999999,0.086171,2000-05-07
0.576,0.5253116,0.0322,0.50313,0.0,0.2118,0.0708,0.10076900000000001,2000-05-08
0.56,0.5269083999999999,0.0587,0.35919999999999996,0.0,0.1335,0.039599999999999996,0.080836,2000-05-09
0.552,0.5287682,0.0765,0.27781,0.0,0.0665,0.0006,0.061374,2000-05-10
0.553,0.5299365,0.1802,0.17752,0.0,0.0509,0.011200000000000002,0.066289,2000-05-11
0.569,0.5322166,0.0992,0.34297000000000005,0.0,0.0916,0.0115,0.066569,2000-05-12
0.561,0.5324704,0.0,0.6303799999999999,0.0,0.1487,0.0027,0.06216699999999999,2000-05-13
0.555,0.5352787999999999,0.0808,0.4327,0.0,0.1677,0.0429,0.08279199999999999,2000-05-14
0.533,0.5356799,0.0,0.57898,0.0,0.17149999999999999,0.0443,0.083402,2000-05-15
0.506,0.5380834999999999,0.0,0.57773,0.0,0.1451,0.0196,0.070355,2000-05-16
0.477,0.5391366000000001,0.0,0.64938,0.0,0.16449999999999998,0.0003,0.060409000000000004,2000-05-17
0.457,0.5403047,0.1223,0.45154,0.0,0.1588,0.0463,0.085095,2000-05-18
0.458,0.5424966,0.1659,0.46752999999999995,0.0,0.11380000000000001,-0.0123,0.056197000000000004,2000-05-19
0.435,0.5426368,0.0,0.6553,0.0,0.1386,-0.0278,0.049745,2000-05-20
0.413,0.5446054,0.0,0.67553,0.0,0.1931,-0.0019,0.060453999999999994,2000-05-21
0.389,0.5460408,0.0,0.65698,0.0,0.21030000000000001,0.023799999999999998,0.072291,2000-05-22
0.367,0.5462948000000001,0.0013,0.49162,0.0,0.1844,0.0742,0.103348,2000-05-23
0.349,0.5484507,0.1013,0.32186000000000003,0.0,0.1281,0.0371,0.080197,2000-05-24
0.363,0.5495041,0.1253,0.19451,0.0,0.10859999999999999,0.0571,0.091699,2000-05-25
0.369,0.5497508,0.0529,0.27734,0.0,0.1278,0.0528,0.089025,2000-05-26
0.389,0.5519068,0.0315,0.27985000000000004,0.0,0.1365,0.060899999999999996,0.093375,2000-05-27
0.377,0.5529529,0.0055000000000000005,0.3459,0.0,0.1174,0.0482,0.086892,2000-05-28
0.363,0.5530043,0.0,0.41870999999999997,0.0,0.1363,0.050300000000000004,0.087878,2000-05-29
0.346,0.554557,0.0,0.61885,0.0,0.17859999999999998,0.0179,0.070344,2000-05-30
0.328,0.5560146,0.0,0.58814,0.0,0.2193,0.0675,0.098048,2000-05-31
0.305,0.5564159,0.0,0.53259,0.0,0.2205,0.09029999999999999,0.11626600000000001,2000-06-01
0.288,0.5566628,0.0565,0.50558,0.0,0.1882,0.0361,0.079996,2000-06-02
0.287,0.5580129,0.1114,0.33582999999999996,0.0,0.1489,0.054000000000000006,0.090316,2000-06-03
0.272,0.5591408999999999,0.0,0.6088300000000001,0.0,0.1609,0.0059,0.063169,2000-06-04
0.254,0.5598657,0.0,0.6310399999999999,0.0,0.159,-0.009899999999999999,0.056097,2000-06-05
0.237,0.5599171,0.0,0.60805,0.0,0.16870000000000002,0.012,0.066504,2000-06-06
0.221,0.5605587000000001,0.0,0.49549,0.0,0.159,0.0496,0.08769,2000-06-07
0.209,0.5614693,0.0331,0.47312,0.0,0.18719999999999998,0.0143,0.067457,2000-06-08
0.198,0.5622752,0.0559,0.42716000000000004,0.0,0.1929,0.045700000000000005,0.084858,2000-06-09
0.185,0.5629269,0.0,0.48575,0.0,0.1617,0.0481,0.086514,2000-06-10
0.173,0.5633212000000001,0.0,0.44537,0.0,0.13449999999999998,0.0345,0.078208,2000-06-11
0.161,0.5633281,0.0,0.58785,0.0,0.1592,0.0024,0.06182000000000001,2000-06-12
0.152,0.5633727,0.0,0.59981,0.0,0.196,0.024399999999999998,0.073171,2000-06-13
0.144,0.5635748,0.0,0.59927,0.0,0.2168,0.0392,0.080888,2000-06-14
0.134,0.5640143,0.0,0.47986,0.0,0.2175,0.0953,0.120272,2000-06-15
0.124,0.5644967,0.0,0.4998,0.0,0.2594,0.12369999999999999,0.14294600000000002,2000-06-16
0.116,0.5649252,0.0,0.45713,0.0,0.2733,0.14980000000000002,0.170509,2000-06-17
0.106,0.5649252,0.0,0.57863,0.0,0.24,0.060700000000000004,0.09345,2000-06-18
0.0982,0.5649252,0.0,0.5801799999999999,0.0,0.2161,0.0379,0.080106,2000-06-19
0.0911,0.565342,0.0,0.5403600000000001,0.0,0.2502,0.0882,0.114531,2000-06-20
0.0865,0.565342,0.1476,0.38211,0.0,0.23399999999999999,0.08789999999999999,0.11433199999999999,2000-06-21
0.0905,0.5649252,0.0924,0.27838,0.0,0.23399999999999999,0.1377,0.158171,2000-06-22
0.085,0.5649252,0.026600000000000002,0.35419,0.0,0.2375,0.1319,0.151724,2000-06-23
0.0808,0.5644967,0.0,0.54232,0.0,0.2409,0.0622,0.094365,2000-06-24
0.0795,0.5644967,0.0374,0.45549,0.0,0.2464,0.0984,0.122751,2000-06-25
0.0904,0.5640143,0.2304,0.28057,0.0,0.2494,0.1413,0.16106199999999998,2000-06-26
0.086,0.5635748,0.0,0.38159,0.0,0.2709,0.155,0.176016,2000-06-27
0.0824,0.5633727,0.0,0.46316,0.0,0.24309999999999998,0.09449999999999999,0.11960599999999999,2000-06-28
0.0785,0.5633212000000001,0.0668,0.32261,0.0,0.23129999999999998,0.1076,0.130051,2000-06-29
0.0793,0.5632325,0.1047,0.25645999999999997,0.0,0.213,0.11560000000000001,0.136467,2000-06-30
0.0784,0.5625969000000001,0.0317,0.26189999999999997,0.0,0.2026,0.10830000000000001,0.13061199999999998,2000-07-01
0.0752,0.5618861,0.0,0.40188999999999997,0.0,0.2515,0.128,0.146525,2000-07-02
0.0722,0.5610409,0.033,0.30861,0.0,0.2571,0.1427,0.162919,2000-07-03
0.0705,0.5601194,0.16,0.29214999999999997,0.0,0.24239999999999998,0.1229,0.142415,2000-07-04
0.0704,0.5598727,0.0955,0.30181,0.0,0.2146,0.0932,0.118555,2000-07-05
0.0689,0.5597771,0.0558,0.27102,0.0,0.179,0.091,0.116827,2000-07-06
0.0676,0.5588190000000001,0.0294,0.32462,0.0,0.1967,0.0863,0.11300199999999999,2000-07-07
0.069,0.5575843,0.1008,0.19308,0.0,0.1656,0.09820000000000001,0.122545,2000-07-08
0.0687,0.5564605,0.0305,0.35952,0.0,0.2018,0.0707,0.10091499999999999,2000-07-09
0.0675,0.5563205,0.0388,0.25053,0.0,0.20679999999999998,0.114,0.135219,2000-07-10
0.068,0.5553627,0.0369,0.16786,0.0,0.16579999999999998,0.10830000000000001,0.130625,2000-07-11
0.0666,0.5536461,0.0132,0.41874,0.0,0.1977,0.0739,0.10315999999999999,2000-07-12
0.0648,0.5529598,0.0,0.47095,0.0,0.25780000000000003,0.0998,0.123821,2000-07-13
0.0629,0.5525586,0.0,0.47423000000000004,0.0,0.2669,0.10490000000000001,0.127937,2000-07-14
0.0623,0.5511009,0.0,0.45033,0.0,0.2662,0.1182,0.138549,2000-07-15
0.0585,0.5495041,0.0007000000000000001,0.43995,0.0,0.2418,0.10279999999999999,0.12625999999999998,2000-07-16
0.0563,0.5491031,0.0115,0.35867,0.0,0.2223,0.1157,0.13658399999999998,2000-07-17
0.0577,0.547645,0.13019999999999998,0.17829,0.0,0.19510000000000002,0.13419999999999999,0.154649,2000-07-18
0.0625,0.5460476999999999,0.1478,0.17971,0.0,0.18239999999999998,0.1232,0.14255299999999999,2000-07-19
0.0579,0.5456466999999999,0.0,0.46684,0.0,0.1967,0.0579,0.092,2000-07-20
0.0556,0.5432783,0.0,0.49457,0.0,0.2175,0.0558,0.09075599999999999,2000-07-21
0.0557,0.542592,0.1398,0.3054,0.0,0.2217,0.1063,0.129031,2000-07-22
0.0682,0.5415391,0.20670000000000002,0.26206,0.0,0.20370000000000002,0.11130000000000001,0.133035,2000-07-23
0.0691,0.5391811,0.0095,0.44821,0.0,0.2346,0.0843,0.11143299999999999,2000-07-24
0.0689,0.5390412,0.0,0.48243,0.0,0.2643,0.09910000000000001,0.12328599999999999,2000-07-25
0.069,0.5363664,0.0,0.47655000000000003,0.0,0.2758,0.10949999999999999,0.131596,2000-07-26
0.0683,0.5356799,0.0,0.43603,0.0,0.25989999999999996,0.1217,0.141398,2000-07-27
0.0662,0.5342374,0.0,0.40197000000000005,0.0,0.24,0.1217,0.141352,2000-07-28
0.0635,0.5322236,0.0,0.43092,0.0,0.2511,0.11720000000000001,0.137791,2000-07-29
0.0614,0.5314924,0.0,0.39964999999999995,0.0,0.2475,0.1281,0.147536,2000-07-30
0.059,0.5287682,0.0,0.45208,0.0,0.25,0.10060000000000001,0.124517,2000-07-31
0.0567,0.5283668,0.0,0.45867,0.0,0.2623,0.1048,0.127841,2000-08-01
0.0544,0.5253561,0.0579,0.27326,0.0,0.23809999999999998,0.1307,0.149304,2000-08-02
0.0525,0.5252162,0.0493,0.23616,0.0,0.2395,0.1517,0.172474,2000-08-03
0.0508,0.5221025,0.055,0.28725,0.0,0.2425,0.13570000000000002,0.155566,2000-08-04
0.0479,0.5218488,0.0,0.41839,0.0,0.2218,0.09269999999999999,0.11813900000000001,2000-08-05
0.0455,0.5186466000000001,0.0,0.46754,0.0,0.24309999999999998,0.0779,0.106323,2000-08-06
0.0439,0.5183999,0.0022,0.37977999999999995,0.0,0.2303,0.11349999999999999,0.134838,2000-08-07
0.0427,0.5151904,0.0521,0.18587,0.0,0.2133,0.1445,0.16398,2000-08-08
0.0421,0.5149438,0.1344,0.21524000000000001,0.0,0.218,0.1366,0.15621600000000002,2000-08-09
0.0447,0.5115332,0.0971,0.13995,0.0,0.193,0.1427,0.162759,2000-08-10
0.0411,0.5114818,0.0,0.38952,0.0,0.2091,0.0909,0.116731,2000-08-11
0.0398,0.5080322,0.0,0.45682999999999996,0.0,0.2482,0.0848,0.11182,2000-08-12
0.0384,0.5080253,0.0,0.46696,0.0,0.2516,0.0774,0.10588099999999999,2000-08-13
0.0369,0.5045765,0.0,0.43868,0.0,0.2419,0.08990000000000001,0.115898,2000-08-14
0.0359,0.5041751,0.0392,0.2651,0.0,0.231,0.1251,0.144154,2000-08-15
0.0366,0.5011203,0.1036,0.21233000000000002,0.0,0.2253,0.1437,0.16335,2000-08-16
0.0401,0.5000675,0.12369999999999999,0.21459,0.0,0.2059,0.12380000000000001,0.143016,2000-08-17
0.0395,0.49766449999999995,0.0,0.34612,0.0,0.19,0.08710000000000001,0.11368199999999999,2000-08-18
0.0368,0.4958045,0.0,0.37913,0.0,0.2057,0.0875,0.11396700000000001,2000-08-19
0.0362,0.4942075,0.08439999999999999,0.29117000000000004,0.0,0.2053,0.0828,0.11024400000000001,2000-08-20
0.0374,0.4907964,0.10869999999999999,0.26574000000000003,0.0,0.1845,0.0787,0.106951,2000-08-21
0.0356,0.4907518,0.0,0.44892000000000004,0.0,0.2138,0.048799999999999996,0.087112,2000-08-22
0.0344,0.4872957,0.0,0.4278,0.0,0.2257,0.0729,0.102353,2000-08-23
0.0393,0.48728879999999997,0.1452,0.25185,0.0,0.21280000000000002,0.1092,0.131393,2000-08-24
0.0382,0.48384,0.0176,0.31826,0.0,0.2143,0.1047,0.12776099999999999,2000-08-25
0.0367,0.4823974,0.0,0.37951,0.0,0.2444,0.11789999999999999,0.13831400000000002,2000-08-26
0.0351,0.4803842,0.0192,0.36006,0.0,0.2466,0.11779999999999999,0.138261,2000-08-27
0.0329,0.47697290000000003,0.0,0.44186000000000003,0.0,0.20329999999999998,0.0381,0.080492,2000-08-28
0.0316,0.4769284,0.0,0.45414,0.0,0.2192,0.0334,0.078149,2000-08-29
0.0309,0.47347199999999995,0.0062,0.40594,0.0,0.2412,0.0751,0.10411600000000001,2000-08-30
0.0296,0.4734652,0.0,0.3967,0.0,0.2334,0.08929999999999999,0.115424,2000-08-31
0.0284,0.47001580000000004,0.0028000000000000004,0.38155,0.0,0.2418,0.1035,0.12676800000000002,2000-09-01
0.0269,0.4672462,0.0,0.40373000000000003,0.0,0.2121,0.0605,0.093942,2000-09-02
0.0257,0.46656,0.0,0.34082,0.0,0.1794,0.0652,0.096858,2000-09-03
0.0244,0.4631035,0.0,0.34949,0.0,0.1801,0.0617,0.094314,2000-09-04
0.0226,0.4631035,0.0,0.39392,0.0,0.1501,0.009300000000000001,0.064282,2000-09-05
0.0216,0.4596479,0.0,0.40813,0.0,0.1456,-0.0078000000000000005,0.057677,2000-09-06
0.0209,0.4577889,0.0,0.41955000000000003,0.0,0.1945,0.0183,0.070063,2000-09-07
0.0201,0.45619190000000004,0.0,0.38688,0.0,0.222,0.0643,0.095411,2000-09-08
0.0189,0.45273620000000003,0.0,0.35214,0.0,0.214,0.0765,0.105171,2000-09-09
0.0181,0.45273620000000003,0.0,0.39888,0.0,0.2089,0.034300000000000004,0.078175,2000-09-10
0.0176,0.4492804,0.0,0.39112,0.0,0.2241,0.051100000000000007,0.088887,2000-09-11
0.0174,0.447838,0.011399999999999999,0.29081,0.0,0.2116,0.1016,0.12529500000000002,2000-09-12
0.0169,0.4458239,0.052300000000000006,0.18525,0.0,0.19879999999999998,0.11019999999999999,0.13214800000000002,2000-09-13
0.0162,0.4423676,0.0,0.32385,0.0,0.17579999999999998,0.0525,0.090023,2000-09-14
0.0162,0.4423676,0.037599999999999995,0.18149,0.0,0.1638,0.0876,0.114102,2000-09-15
0.0167,0.43891169999999996,0.08990000000000001,0.16128,0.0,0.154,0.08380000000000001,0.11104100000000001,2000-09-16
0.0159,0.4378584,0.0123,0.19843,0.0,0.1341,0.062,0.094695,2000-09-17
0.0152,0.4354556,0.011000000000000001,0.25537,0.0,0.1407,0.0483,0.086601,2000-09-18
0.0148,0.43199980000000004,0.0,0.3462,0.0,0.2091,0.060899999999999996,0.09285399999999999,2000-09-19
0.0142,0.43199980000000004,0.0,0.31912999999999997,0.0,0.2386,0.1017,0.125333,2000-09-20
0.014,0.4285438,0.0002,0.26387,0.0,0.2236,0.1191,0.139257,2000-09-21
0.013,0.42652949999999995,0.0,0.29869,0.0,0.1746,0.056799999999999996,0.09135599999999999,2000-09-22
0.0122,0.4250875,0.0298,0.24215,0.0,0.1393,0.044000000000000004,0.08407,2000-09-23
0.0147,0.4216323,0.153,0.16641,0.0,0.1303,0.049800000000000004,0.087562,2000-09-24
0.0147,0.4216323,0.0,0.30507,0.0,0.1251,0.0039000000000000003,0.062270000000000006,2000-09-25
0.0138,0.41817620000000005,0.0,0.34466,0.0,0.1275,-0.024300000000000002,0.051039999999999995,2000-09-26
