Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp,Date
3490,54845.07,10.13,321.86,0,12.81,3.71,801.97,2000-05-24
3630,54950.41,12.53,194.51,0,10.86,5.71,916.99,2000-05-25
3690,54975.08,5.29,277.34,0,12.78,5.28,890.25,2000-05-26
3890,55190.68,3.15,279.85,0,13.65,6.09,933.75,2000-05-27
3770,55295.29,0.55,345.9,0,11.74,4.82,868.92,2000-05-28
3630,55300.43,0,418.71,0,13.63,5.03,878.78,2000-05-29
3460,55455.7,0,618.85,0,17.86,1.79,703.44,2000-05-30
3280,55601.46,0,588.14,0,21.93,6.75,980.48,2000-05-31
3050,55641.59,0,532.59,0,22.05,9.03,1162.66,2000-06-01
2880,55666.28,5.65,505.58,0,18.82,3.61,799.96,2000-06-02
2870,55801.29,11.14,335.83,0,14.89,5.4,903.16,2000-06-03
2720,55914.09,0,608.83,0,16.09,0.59,631.69,2000-06-04
2540,55986.57,0,631.04,0,15.9,-0.99,560.97,2000-06-05
2370,55991.71,0,608.05,0,16.87,1.2,665.04,2000-06-06
2210,56055.87,0,495.49,0,15.9,4.96,876.9,2000-06-07
2090,56146.93,3.31,473.12,0,18.72,1.43,674.57,2000-06-08
1980,56227.52,5.59,427.16,0,19.29,4.57,848.58,2000-06-09
1850,56292.69,0,485.75,0,16.17,4.81,865.14,2000-06-10
1730,56332.12,0,445.37,0,13.45,3.45,782.08,2000-06-11
1610,56332.81,0,587.85,0,15.92,0.24,618.2,2000-06-12
1520,56337.27,0,599.81,0,19.6,2.44,731.71,2000-06-13
1440,56357.48,0,599.27,0,21.68,3.92,808.88,2000-06-14
1340,56401.43,0,479.86,0,21.75,9.53,1202.72,2000-06-15
1240,56449.67,0,499.8,0,25.94,12.37,1429.46,2000-06-16
1160,56492.52,0,457.13,0,27.33,14.98,1705.09,2000-06-17
1060,56492.52,0,578.63,0,24,6.07,934.5,2000-06-18
982,56492.52,0,580.18,0,21.61,3.79,801.06,2000-06-19
911,56534.2,0,540.36,0,25.02,8.82,1145.31,2000-06-20
865,56534.2,14.76,382.11,0,23.4,8.79,1143.32,2000-06-21
905,56492.52,9.24,278.38,0,23.4,13.77,1581.71,2000-06-22
850,56492.52,2.66,354.19,0,23.75,13.19,1517.24,2000-06-23
808,56449.67,0,542.32,0,24.09,6.22,943.65,2000-06-24
795,56449.67,3.74,455.49,0,24.64,9.84,1227.51,2000-06-25
904,56401.43,23.04,280.57,0,24.94,14.13,1610.62,2000-06-26
860,56357.48,0,381.59,0,27.09,15.5,1760.16,2000-06-27
824,56337.27,0,463.16,0,24.31,9.45,1196.06,2000-06-28
785,56332.12,6.68,322.61,0,23.13,10.76,1300.51,2000-06-29
793,56323.25,10.47,256.46,0,21.3,11.56,1364.67,2000-06-30
784,56259.69,3.17,261.9,0,20.26,10.83,1306.12,2000-07-01
752,56188.61,0,401.89,0,25.15,12.8,1465.25,2000-07-02
722,56104.09,3.3,308.61,0,25.71,14.27,1629.19,2000-07-03
705,56011.94,16,292.15,0,24.24,12.29,1424.15,2000-07-04
704,55987.27,9.55,301.81,0,21.46,9.32,1185.55,2000-07-05
689,55977.71,5.58,271.02,0,17.9,9.1,1168.27,2000-07-06
676,55881.9,2.94,324.62,0,19.67,8.63,1130.02,2000-07-07
690,55758.43,10.08,193.08,0,16.56,9.82,1225.45,2000-07-08
687,55646.05,3.05,359.52,0,20.18,7.07,1009.15,2000-07-09
675,55632.05,3.88,250.53,0,20.68,11.4,1352.19,2000-07-10
680,55536.27,3.69,167.86,0,16.58,10.83,1306.25,2000-07-11
666,55364.61,1.32,418.74,0,19.77,7.39,1031.6,2000-07-12
648,55295.98,0,470.95,0,25.78,9.98,1238.21,2000-07-13
629,55255.86,0,474.23,0,26.69,10.49,1279.37,2000-07-14
623,55110.09,0,450.33,0,26.62,11.82,1385.49,2000-07-15
585,54950.41,0.07,439.95,0,24.18,10.28,1262.6,2000-07-16
563,54910.31,1.15,358.67,0,22.23,11.57,1365.84,2000-07-17
577,54764.5,13.02,178.29,0,19.51,13.42,1546.49,2000-07-18
625,54604.77,14.78,179.71,0,18.24,12.32,1425.53,2000-07-19
579,54564.67,0,466.84,0,19.67,5.79,920,2000-07-20
556,54327.83,0,494.57,0,21.75,5.58,907.56,2000-07-21
557,54259.2,13.98,305.4,0,22.17,10.63,1290.31,2000-07-22
682,54153.91,20.67,262.06,0,20.37,11.13,1330.35,2000-07-23
691,53918.11,0.95,448.21,0,23.46,8.43,1114.33,2000-07-24
689,53904.12,0,482.43,0,26.43,9.91,1232.86,2000-07-25
690,53636.64,0,476.55,0,27.58,10.95,1315.96,2000-07-26
683,53567.99,0,436.03,0,25.99,12.17,1413.98,2000-07-27
662,53423.74,0,401.97,0,24,12.17,1413.52,2000-07-28
635,53222.36,0,430.92,0,25.11,11.72,1377.91,2000-07-29
614,53149.24,0,399.65,0,24.75,12.81,1475.36,2000-07-30
590,52876.82,0,452.08,0,25,10.06,1245.17,2000-07-31
567,52836.68,0,458.67,0,26.23,10.48,1278.41,2000-08-01
544,52535.61,5.79,273.26,0,23.81,13.07,1493.04,2000-08-02
525,52521.62,4.93,236.16,0,23.95,15.17,1724.74,2000-08-03
508,52210.25,5.5,287.25,0,24.25,13.57,1555.66,2000-08-04
479,52184.88,0,418.39,0,22.18,9.27,1181.39,2000-08-05
455,51864.66,0,467.54,0,24.31,7.79,1063.23,2000-08-06
439,51839.99,0.22,379.78,0,23.03,11.35,1348.38,2000-08-07
427,51519.04,5.21,185.87,0,21.33,14.45,1639.8,2000-08-08
421,51494.38,13.44,215.24,0,21.8,13.66,1562.16,2000-08-09
447,51153.32,9.71,139.95,0,19.3,14.27,1627.59,2000-08-10
411,51148.18,0,389.52,0,20.91,9.09,1167.31,2000-08-11
398,50803.22,0,456.83,0,24.82,8.48,1118.2,2000-08-12
384,50802.53,0,466.96,0,25.16,7.74,1058.81,2000-08-13
369,50457.65,0,438.68,0,24.19,8.99,1158.98,2000-08-14
359,50417.51,3.92,265.1,0,23.1,12.51,1441.54,2000-08-15
366,50112.03,10.36,212.33,0,22.53,14.37,1633.5,2000-08-16
401,50006.75,12.37,214.59,0,20.59,12.38,1430.16,2000-08-17
395,49766.45,0,346.12,0,19,8.71,1136.82,2000-08-18
368,49580.45,0,379.13,0,20.57,8.75,1139.67,2000-08-19
362,49420.75,8.44,291.17,0,20.53,8.28,1102.44,2000-08-20
374,49079.64,10.87,265.74,0,18.45,7.87,1069.51,2000-08-21
356,49075.18,0,448.92,0,21.38,4.88,871.12,2000-08-22
344,48729.57,0,427.8,0,22.57,7.29,1023.53,2000-08-23
393,48728.88,14.52,251.85,0,21.28,10.92,1313.93,2000-08-24
382,48384,1.76,318.26,0,21.43,10.47,1277.61,2000-08-25
367,48239.74,0,379.51,0,24.44,11.79,1383.14,2000-08-26
351,48038.42,1.92,360.06,0,24.66,11.78,1382.61,2000-08-27
329,47697.29,0,441.86,0,20.33,3.81,804.92,2000-08-28
316,47692.84,0,454.14,0,21.92,3.34,781.49,2000-08-29
309,47347.2,0.62,405.94,0,24.12,7.51,1041.16,2000-08-30
296,47346.52,0,396.7,0,23.34,8.93,1154.24,2000-08-31
284,47001.58,0.28,381.55,0,24.18,10.35,1267.68,2000-09-01
269,46724.62,0,403.73,0,21.21,6.05,939.42,2000-09-02
257,46656,0,340.82,0,17.94,6.52,968.58,2000-09-03
244,46310.35,0,349.49,0,18.01,6.17,943.14,2000-09-04
226,46310.35,0,393.92,0,15.01,0.93,642.82,2000-09-05
216,45964.79,0,408.13,0,14.56,-0.78,576.77,2000-09-06
209,45778.89,0,419.55,0,19.45,1.83,700.63,2000-09-07
201,45619.19,0,386.88,0,22.2,6.43,954.11,2000-09-08
189,45273.62,0,352.14,0,21.4,7.65,1051.71,2000-09-09
181,45273.62,0,398.88,0,20.89,3.43,781.75,2000-09-10
176,44928.04,0,391.12,0,22.41,5.11,888.87,2000-09-11
174,44783.8,1.14,290.81,0,21.16,10.16,1252.95,2000-09-12
169,44582.39,5.23,185.25,0,19.88,11.02,1321.48,2000-09-13
162,44236.76,0,323.85,0,17.58,5.25,900.23,2000-09-14
162,44236.76,3.76,181.49,0,16.38,8.76,1141.02,2000-09-15
167,43891.17,8.99,161.28,0,15.4,8.38,1110.41,2000-09-16
159,43785.84,1.23,198.43,0,13.41,6.2,946.95,2000-09-17
152,43545.56,1.1,255.37,0,14.07,4.83,866.01,2000-09-18
148,43199.98,0,346.2,0,20.91,6.09,928.54,2000-09-19
142,43199.98,0,319.13,0,23.86,10.17,1253.33,2000-09-20
140,42854.38,0.02,263.87,0,22.36,11.91,1392.57,2000-09-21
130,42652.95,0,298.69,0,17.46,5.68,913.56,2000-09-22
122,42508.75,2.98,242.15,0,13.93,4.4,840.7,2000-09-23
147,42163.23,15.3,166.41,0,13.03,4.98,875.62,2000-09-24
147,42163.23,0,305.07,0,12.51,0.39,622.7,2000-09-25
138,41817.62,0,344.66,0,12.75,-2.43,510.4,2000-09-26
131,41616.29,0,355.61,0,15.34,-1.54,556.97,2000-09-27
119,41472.05,0,334.41,0,13.22,-1.6,544.96,2000-09-28
113,41126.41,0,330.7,0,8.84,-5.49,400.43,2000-09-29
111,41126.41,0,351.55,0,14.85,-2.62,503.24,2000-09-30
107,40780.77,0,327.75,0,20.31,4.16,822.23,2000-10-01
104,40621.08,0,331.28,0,20.4,3.44,783.89,2000-10-02
104,40435.18,0,314.32,0,20,4.34,827.64,2000-10-03
97,40089.56,0,328.47,0,17.93,0.57,631.83,2000-10-04
93,40089.56,0,293.21,0,12.99,-0.77,579.96,2000-10-05
93,39744,0.75,204.15,0,8.9,0.05,612.1,2000-10-06
99,39675.34,6.19,78.95,0,6.01,2.07,708.88,2000-10-07
100,39398.36,5.2,115.05,0,6.59,0.74,636.13,2000-10-08
99,39053.5,5.41,130.08,0,4.82,-1.72,540.35,2000-10-09
128,39052.8,10.9,99.12,0,3.49,-1.32,553.84,2000-10-10
170,38707.21,7.33,81.52,0,3.25,-0.53,590.01,2000-10-11
179,38707.21,0,267.07,0,9.84,-1.57,550.69,2000-10-12
171,38361.61,0,294.87,0,15.13,0.33,624.57,2000-10-13
174,38160.23,3.81,215.01,0,14.92,0.89,647.96,2000-10-14
189,38016.03,5.29,177.21,0,10.93,0.55,634.11,2000-10-15
188,37679.96,0,279.55,0,7.59,-6.3,376.15,2000-10-16
184,37670.41,0,273.9,0,6.92,-6.94,360,2000-10-17
186,37324.8,6.02,219.55,0,8.06,-4.89,436.37,2000-10-18
207,37320.34,7.42,127.77,0,8.48,1.05,654.06,2000-10-19
211,36979.2,0,218.8,0,11.05,0.7,638.98,2000-10-20
215,36819.51,0,239.45,0,14.13,1.78,698.64,2000-10-21
205,36633.61,0,242.3,0,12.15,-0.56,587.36,2000-10-22
207,36393.29,0,251.45,0,8.37,-5.38,417.77,2000-10-23
206,36287.98,0,252.54,0,11.42,-3.29,476.64,2000-10-24
203,35982.49,0,241.29,0,13.13,-0.89,568.83,2000-10-25
203,35942.37,0,256.38,0,16.14,-0.72,578.81,2000-10-26
204,35606.39,0,251.24,0,18.6,1.49,678.89,2000-10-27
201,35596.84,1.65,230.87,0,14.46,-1.29,559.47,2000-10-28
211,35251.93,15.44,70.82,0,0.67,-3.74,462.83,2000-10-29
234,35246.79,10.23,91.7,0,2.48,-2.9,493.65,2000-10-30
239,34905.6,0,95.22,0,4.67,0.28,623.67,2000-10-31
249,34880.94,0,125.8,0,5.22,-0.63,586.03,2000-11-01
264,34560.02,0,198.03,0,9.58,-0.93,574.07,2000-11-02
283,34535.32,0,233.02,0,12.05,-2.84,496.77,2000-11-03
298,34215.11,0,217.59,0,10.36,-2.6,509.08,2000-11-04
311,34189.73,2.79,124.79,0,7.4,0.01,606.86,2000-11-05
359,33878.38,3.96,69.89,0,4.93,0.51,628.68,2000-11-06
396,33864.37,0.7,94.21,0,6.06,1.5,680.88,2000-11-07
419,33563.33,0,80.34,0,7.47,3.57,788.67,2000-11-08
440,33523.2,0,115.04,0,8.53,2.65,742.13,2000-11-09
459,33250.75,0,134.91,0,8.09,0.88,640.07,2000-11-10
465,33177.63,0.09,113.6,0,7.62,1.71,693.43,2000-11-11
461,32976.23,0,93.73,0,7.01,2.29,719.01,2000-11-12
470,32831.98,3.61,67.39,0,5.41,1.5,682.63,2000-11-13
489,32763.39,4.81,61.47,0,5.87,1.9,700.83,2000-11-14
699,32495.98,22.53,66.55,0,6.13,1.87,700.15,2000-11-15
856,32481.96,8.57,59.33,0,2.88,-0.77,578.52,2000-11-16
878,32246.12,0.21,119.39,0,3.62,-2.08,527.91,2000-11-17
907,32140.79,0,149.01,0,2.38,-5.25,414.96,2000-11-18
942,32072.18,0,117.64,0,-0.76,-6.36,379.19,2000-11-19
964,31835.34,0,144.13,0,1.36,-5.91,393.92,2000-11-20
976,31795.23,2.18,135.61,0,2.01,-5.15,422.91,2000-11-21
976,31635.53,1.38,121.83,0,-0.47,-5.88,396.27,2000-11-22
970,31489.71,0.73,168.57,0,-0.89,-8.64,315.31,2000-11-23
952,31449.61,0,158.73,0,-5.04,-11.95,246.95,2000-11-24
926,31289.88,0,206.89,0,-5.26,-17.16,158.3,2000-11-25
914,31144.08,0.4,194.25,0,-1.3,-11.65,246.09,2000-11-26
916,31103.99,6.53,120.55,0,1.56,-5.5,410.34,2000-11-27
941,31035.38,3,46.91,0,1.56,-0.7,586.66,2000-11-28
941,30863.72,1.01,51.57,0,1.44,-0.57,593.86,2000-11-29
929,30767.94,0,72.75,0,1.38,-1.6,553.19,2000-11-30
907,30753.94,0.03,117.42,0,-1.04,-6.11,388.38,2000-12-01
884,30641.56,0,103.92,0,-4.6,-8.89,313.44,2000-12-02
830,30518.12,0,175.24,0,-4.41,-13.97,200.07,2000-12-03
814,30422.33,0,169.83,0,-2.23,-11.21,261.92,2000-12-04
791,30412.79,0,182.47,0,-0.14,-12.17,240,2000-12-05
750,30388.11,0,173.35,0,-2.74,-12.9,228.65,2000-12-06
702,30295.94,0.67,171.49,0,-8.9,-18.72,143.42,2000-12-07
642,30211.42,0.74,183.66,0,-10.08,-24.76,80,2000-12-08
613,30140.34,0,177.31,0,-15.2,-26.86,75.71,2000-12-09
591,30076.75,0,178.41,0,-12.27,-24.83,80,2000-12-10
577,30067.89,3.1,157.03,0,-3.95,-18.43,144.84,2000-12-11
557,30062.75,12.5,119.34,0,0.78,-8.08,332.3,2000-12-12
537,30042.52,6.34,162.44,0,-5.97,-21.65,116.89,2000-12-13
524,29998.58,10.59,129.87,0,-9.72,-20.21,120.07,2000-12-14
517,29950.36,10.53,105.64,0,-8.13,-15.57,185.02,2000-12-15
505,29950.36,0,191.05,0,-4.36,-19.16,121.44,2000-12-16
498,29907.52,19.44,143.14,0,3.85,-11.5,250.92,2000-12-17
543,29907.52,31.91,132.56,0,6.21,-5.95,394.84,2000-12-18
671,29865.83,0.01,166.18,0,-5.04,-15.3,188.79,2000-12-19
814,29865.83,14.28,74.43,0,-7.27,-12.37,239.74,2000-12-20
958,29907.52,6.79,111.06,0,-8.37,-15.82,179.51,2000-12-21
1120,29907.52,0,187.65,0,-7.22,-20.18,120,2000-12-22
1250,29907.52,0,174.31,0,-8.61,-19.66,120,2000-12-23
1400,29950.36,0,183.73,0,-10.77,-23.21,84.29,2000-12-24
1490,29998.58,0,160.62,0,-12.62,-22.15,119.39,2000-12-25
1540,30042.52,0.14,130.4,0,-13.82,-20.85,120,2000-12-26
1530,30062.75,0.01,125.22,0,-11.29,-17.92,159.63,2000-12-27
1510,30067.2,0,99.07,0,-7.91,-13.03,224.06,2000-12-28
1490,30067.89,0,129.54,0,-3.07,-10.2,280.82,2000-12-29
1460,30107.3,0,116.29,0,-2.61,-8.97,308.69,2000-12-30
1440,30087.6,0,122.91,0,-2.84,-9.58,294.76,2000-12-31
1430,30172.51,3.85,45.73,0,-1.62,-5.91,397.91,2001-01-01
1400,30253.1,0,106.49,0,-3.93,-11.72,252.69,2001-01-02
1360,30344.18,0,141.31,0,-9.34,-20.17,122.18,2001-01-03
1290,30408.33,3.34,114.35,0,-8,-18.81,134.98,2001-01-04
1250,30413.48,0,166.43,0,-7.68,-21.19,118.64,2001-01-05
1210,30485.93,1.28,148.21,0,-6.87,-18.06,152.65,2001-01-06
1160,30598.72,1.11,91.01,0,-5.09,-11.32,264.79,2001-01-07
1110,30733.73,0,162.93,0,-5.83,-18.43,150.99,2001-01-08
1070,30758.4,1.15,111.1,0,-7.51,-15.19,189.76,2001-01-09
1030,30798.52,0,138.28,0,-8.8,-18.5,146.78,2001-01-10
988,30944.32,1.97,148.74,0,-10.36,-22.01,120,2001-01-11
949,31099.53,1.04,137.52,0,-9.43,-19.4,129.73,2001-01-12
910,31104.68,0,203.8,0,-7.52,-24.99,80,2001-01-13
873,31209.29,0,180.11,0,-5.27,-18.7,137.78,2001-01-14
838,31424.91,0,205.88,0,-7.18,-24.28,80,2001-01-15
815,31449.61,2.4,142.53,0,-7.35,-18.17,146.26,2001-01-16
793,31554.92,2,120.51,0,-6.62,-14.16,205.84,2001-01-17
765,31770.52,0,221.02,0,-9.24,-28.01,63.13,2001-01-18
741,31795.92,0.16,203.57,0,-8.05,-23.06,88.77,2001-01-19
717,31939.46,0.48,217.73,0,-6.99,-23.96,86.26,2001-01-20
